recipe_id,section_key,section_label,prep_method,cook_method,yield_factor_water,yield_factor_fat,yield_factor_protein,yield_factor_carbohydrate,yield_factor_other,yield_factor_fiber,filling_class,cook_stages,boil_stages,source_recipe,primary_entry_stage
ENTR_023,vegetables,Vegetables,stir-fried,stir-fried,,,,,,,simmered_vegetable,,1,,
ENTR_023,sauce,Sauce,,simmer,,,,,,,simmer_sauce,,2,,
ENTR_023,scallions,Scallions,finish,raw,,,,,,,,,,,
ENTR_024,grill,Grill,pan seared,pan seared,,,,,,,pan_grilled_steak,,12,,
ENTR_024,marinade,Marinade,,raw,,,,,,,,,,,
ENTR_025,kabobs,Kabobs,grilled,grilled,,,,,,,pan_grilled_steak,,7,,
ENTR_025,marinade,Marinade,,raw,,,,,,,,,,,
ENTR_026,brown_beef,Brown Beef,pan seared,simmer,,,,,,,fried_meat,195:2,8,,
ENTR_026,garlic_ginger,Garlic & Ginger,pan seared,simmer,,,,,,,,195:2,1,,
ENTR_026,sauce,Sauce,,simmer,,,,,,,simmer_sauce,195:2,,,
ENTR_026,scallions,Scallions,finish,raw,,,,,,,,,,,
ENTR_027,meatloaf,Meatloaf,,baked,,,,,,,casserole_baked,350:60,,,
ENTR_027,glaze,Glaze,,baked,,,,,,,,350:60,,,
ENTR_028,grill_beef,Grill Beef,pan seared,simmer,,,,,,,pan_grilled_steak,195:1,3,,
ENTR_028,sauce,Sauce,simmer,simmer,,,,,,,simmer_sauce,195:1,3,,
ENTR_028,scallions_sesame,Scallions & Sesame Oil,,simmer,,,,,,,,195:1,,,
ENTR_029,grill_shanks,Grill Shanks,pan seared,braise,,,,,,,braised_beef,185:100,7,,
ENTR_029,vegetables,Vegetables,sauteed,braise,,,,,,,sauteed_aromatic,185:100,6,,
ENTR_029,garlic,Garlic,sauteed,braise,,,,,,,sauteed_aromatic,185:100,1,,
ENTR_029,wine,Wine,simmer,braise,,,,,,,simmer_sauce,185:100,2,,
ENTR_029,tomatoes_spices,Tomatoes & Spices,,braise,,,,,,,simmer_sauce,185:100,,,
ENTR_029,gremolata,Gremolata,finish,raw,,,,,,,,,,,
ENTR_030,brown_beef,Brown Beef,stir-fried,stir-fried,,,,,,,pan_grilled_steak,,3,,
ENTR_030,onions,Onions,stir-fried,stir-fried,,,,,,,simmered_vegetable,,5,,
ENTR_030,bell_peppers,Bell Peppers,stir-fried,stir-fried,,,,,,,simmered_vegetable,,3,,
ENTR_030,garlic_ginger,Garlic & Ginger,stir-fried,stir-fried,,,,,,,sauteed_aromatic,,1,,
ENTR_030,sauce,Sauce,simmer,simmer,,,,,,,simmer_sauce,,1,,
ENTR_030,sesame_oil,Sesame Oil,,raw,,,,,,,,,,,
ENTR_031,brown_beef,Brown Beef,pan seared,braise,,0.593,,,,,fried_meat,185:18,8,,
ENTR_031,onion_peppers,Onions & Peppers,sauteed,braise,,,,,,,sauteed_aromatic,185:18,5,,
ENTR_031,garlic,Garlic,sauteed,braise,,,,,,,sauteed_aromatic,185:18,1,,
ENTR_031,assembly,Assembly,,braise,,,,,,,simmer_sauce,185:18,,,
ENTR_032,crust,Pie Crust,,raw,,,,,,,,,,CRUST_004,
ENTR_032,brown_beef,Brown Beef,pan seared,baked,,,,,,,casserole_baked,400:32,4,,
ENTR_032,vegetables,Vegetables,sauteed,baked,,,,,,,casserole_baked,400:32,6,,
ENTR_032,potatoes_peas_spices,"Potatoes, Peas, spices",simmer,baked,,,,,,,casserole_baked,400:32,15,,
ENTR_033,brown_roast,Brown Roast,pan seared,braise,,,,,,,braised_beef,325:165,12,,
ENTR_033,onion,Onion,sauteed,braise,,,,,,,sauteed_aromatic,325:165,7,,
ENTR_033,garlic_tomato_paste,Garlic & Tomato Paste,sauteed,braise,,,,,,,sauteed_aromatic,325:165,2,,
ENTR_033,flour,Flour,sauteed,braise,,,,,,,pan_grilled_batter,325:165,1,,
ENTR_033,assembly,Assembly,,braise,,,,,,,simmer_sauce,325:165,,,
ENTR_034,brown_beef,Brown Beef,pan seared,braise,,,,,,,braised_beef,185:165,12,,
ENTR_034,vegetables,Vegetables,sauteed,braise,,,,,,,sauteed_aromatic,185:165,5,,
ENTR_034,garlic_tomato_paste,Garlic & Tomato Paste,sauteed,braise,,,,,,,pan_grilled_batter,185:165,1,,
ENTR_034,red_wine,Red Wine,simmer,braise,,,,,,,simmer_sauce,185:165,2,,
ENTR_034,assembly,Assembly,,braise,,,,,,,simmer_sauce,185:165,,,
ENTR_035,rub,Dry Rub,,baked,,,,,,,,275:165,,,
ENTR_035,ribs,Ribs,,baked,,0.85,,,,,braised_beef,275:165,,,
ENTR_036,brown_patties,Brown Patties,pan seared,simmer,,1.0,,,,,fried_ground_beef,195:4,9,,
ENTR_036,onions_mushrooms,Onions & Mushrooms,sauteed,simmer,,,,,,,sauteed_aromatic,195:4,8,,
ENTR_036,garlic,Garlic,sauteed,simmer,,,,,,,sauteed_aromatic,195:4,1,,
ENTR_036,flour,Flour,sauteed,simmer,,,,,,,pan_grilled_batter,195:4,1,,
ENTR_036,gravy,Gravy,simmer,simmer,,,,,,,simmer_sauce,195:4,6,,
ENTR_037,brown_ribs,Brown Ribs,pan seared,baked covered,,,,,,,braised_beef,325:165,7,,
ENTR_037,vegetables,Vegetables,sauteed,baked covered,,,,,,,sauteed_aromatic,325:165,7,,
ENTR_037,garlic_tomato_paste,Garlic & Tomato Paste,sauteed,baked covered,,,,,,,pan_grilled_batter,325:165,2,,
ENTR_037,red_wine,Red Wine,simmer,baked covered,,,,,,,simmer_sauce,325:165,3,,
ENTR_037,assembly,Assembly,,baked covered,,,,,,,simmer_sauce,325:165,,,
ENTR_038,grill_steak,Grill Steak,pan seared,pan seared,,,,,,,pan_grilled_steak,,7,,
ENTR_038,marinade,Marinade,,raw,,,,,,,,,,,
ENTR_039,grill_steak,Grill Steak,pan seared,simmer,,,,,,,pan_grilled_steak,195:2,4,,
ENTR_039,onions_mushrooms,Onions & Mushrooms,sauteed,simmer,,,,,,,sauteed_aromatic,195:2,9,,
ENTR_039,garlic,Garlic,sauteed,simmer,,,,,,,sauteed_aromatic,195:2,2,,
ENTR_039,flour,Flour,sauteed,simmer,,,,,,,pan_grilled_batter,195:2,1,,
ENTR_039,sauce,Sauce,simmer,simmer,,,,,,,simmer_sauce,195:2,5,,
ENTR_039,sour_cream,Sour Cream,,simmer,,,,,,,simmer_sauce,195:2,,,
ENTR_040,grill_roast,Grill Roast,pan seared,baked,,,,,,,pan_grilled_steak,425:17,6,,
ENTR_040,butter_spices,Butter & Spices,sauteed,baked,,,,,,,sauteed_aromatic,425:17,1,,
ENTR_041,grill_beef,Grill Beef,pan seared,boiled,,,,,,,pan_grilled_steak,212:1,4,,
ENTR_041,marinade,Marinade,,boiled,,,,,,,simmer_sauce,212:1,,,
ENTR_042,duxelles,Duxelles,pan seared,baked,,,,,,,duxelles_mushroom,425:27,15,,
ENTR_042,grill_tenderloin,Grill Tenderloin,pan seared,baked,,,,,,,pan_grilled_steak,425:27,4,,
ENTR_042,assembly,Assembly,,baked,,,,,,,wellington_pastry,425:27,,,
ENTR_043,grill_beef,Grill Beef,stir-fried,simmer,,,,,,,pan_grilled_steak,195:2,2,,
ENTR_043,onions,Onions,stir-fried,simmer,,,,,,,simmered_vegetable,195:2,7,,
ENTR_043,mushrooms,Mushrooms,stir-fried,simmer,,,,,,,simmered_vegetable,195:2,5,,
ENTR_043,broccoli_peppers,Broccoli & Peppers,stir-fried,simmer,,,,,,,simmered_vegetable,195:2,3,,
ENTR_043,garlic_ginger,Garlic & Ginger,stir-fried,simmer,,,,,,,sauteed_aromatic,195:2,1,,
ENTR_043,sauce,Sauce,,simmer,,,,,,,simmer_sauce,195:2,,,
ENTR_044,brown_beef,Brown Beef,pan seared,simmer,,,,,,,fried_meat,195:4,8,,
ENTR_044,mixture,Mixture,,simmer,,,,,,,simmer_sauce,195:4,,,
ENTR_044,assembly,Assembly,finish,raw,,,,,,,,,,,
ENTR_045,grill_chicken,Stir-Fried Chicken,stir-fried,simmer,,,,,,,pan_grilled_chicken,195:2,8,,
ENTR_045,broccoli,Broccoli,stir-fried,simmer,,,,,,,simmered_vegetable,195:2,4,,
ENTR_045,garlic_ginger,Garlic & Ginger,stir-fried,simmer,,,,,,,sauteed_aromatic,195:2,1,,
ENTR_045,sauce,Sauce,,simmer,,,,,,,simmer_sauce,195:2,,,
ENTR_046,grill_chicken,Chicken,pan seared,baked,,,,,,,pan_grilled_chicken,350:37,7,,
ENTR_046,onions_peppers,Onions & Peppers,sauteed,baked,,,,,,,sauteed_aromatic,350:37,6,,
ENTR_046,mushrooms,Mushrooms,sauteed,baked,,,,,,,sauteed_aromatic,350:37,3,,
ENTR_046,garlic,Garlic,sauteed,baked,,,,,,,sauteed_aromatic,350:37,2,,
ENTR_046,wine,Wine,simmer,baked,,,,,,,simmer_sauce,350:37,2,,
ENTR_046,assembly,Assembly,,baked,,,,,,,casserole_baked,350:37,,,
ENTR_047,grill_chicken,Chicken,pan seared,simmer,,,,,,,pan_grilled_chicken,195:17,7,,
ENTR_047,onion,Onion,sauteed,simmer,,,,,,,sauteed_aromatic,195:17,5,,
ENTR_047,garlic_ginger,Garlic & Ginger,sauteed,simmer,,,,,,,sauteed_aromatic,195:17,1,,
ENTR_047,spices,Spices,sauteed,simmer,,,,,,,pan_grilled_batter,195:17,1,,
ENTR_047,sauce,Sauce,,simmer,,,,,,,simmer_sauce,195:17,,,
ENTR_048,grill_chicken,Chicken,pan seared,baked,,,,,,,pan_grilled_chicken,375:22,13,,
ENTR_048,assembly,Assembly,,baked,,,,,,,casserole_baked,375:22,,,
ENTR_049,grill_chicken,Chicken,pan seared,simmer,,,,,,,pan_grilled_chicken,195:3,12,,
ENTR_049,garlic,Garlic,sauteed,simmer,,,,,,,sauteed_aromatic,195:3,1,,
ENTR_049,cream,Broth & Cream,simmer,simmer,,,,,,,simmer_sauce,195:3,4,,
ENTR_049,spinach,Spinach,,simmer,,,,,,,,195:3,,,
ENTR_050,rice,Rice,boiled covered,boiled covered,,,,,,,,,18,,
ENTR_050,grill_chicken,Chicken,stir-fried,stir-fried,,,,,,,pan_grilled_chicken,,6,,
ENTR_050,onion_carrots,Onions & Carrots,stir-fried,stir-fried,,,,,,,simmered_vegetable,,4,,
ENTR_050,garlic,Garlic,stir-fried,stir-fried,,,,,,,sauteed_aromatic,,1,,
ENTR_050,eggs,Eggs,stir-fried,stir-fried,,,,,,,fried_meat,,1,,
ENTR_050,assembly,Assembly,,stir-fried,,,,,,,simmered_vegetable,,3,,
ENTR_050,finish,Scallions & Sesame Oil,finish,raw,,,,,,,,,,,
ENTR_051,grill_chicken,Chicken,pan seared,simmer,,,,,,,pan_grilled_chicken,195:1,4,,
ENTR_051,garlic_ginger,Garlic & Ginger,stir-fried,simmer,,,,,,,sauteed_aromatic,195:1,1,,
ENTR_051,sauce,Sauce,simmer,simmer,,,,,,,simmer_sauce,195:1,2,,
ENTR_051,finish,Scallions & Sesame Seeds,finish,raw,,,,,,,,,,,
ENTR_052,grill_chicken,Chicken,stir-fried,simmer,,,,,,,pan_grilled_chicken,195:2,4,,
ENTR_052,mushrooms,Mushrooms,stir-fried,simmer,,,,,,,sauteed_aromatic,195:2,3,,
ENTR_052,garlic_ginger,Garlic & Ginger,stir-fried,simmer,,,,,,,sauteed_aromatic,195:2,1,,
ENTR_052,snow_peas_chestnuts_shoots,"Snow Peas, Chestnuts, Shoots",pan seared,simmer,,,,,,,simmered_vegetable,195:2,2,,
ENTR_052,assembly,Assembly,,simmer,,,,,,,simmer_sauce,195:2,,,
ENTR_052,finish,Scallions,finish,raw,,,,,,,,,,,
ENTR_053,grill_chicken,Chicken,pan seared,sub-simmer,,,,,,,pan_grilled_chicken,180:2,7,,
ENTR_053,wine_lemon_juice,Wine & Lemon Juice,boiled,sub-simmer,,,,,,,simmer_sauce,180:2,2,,
ENTR_053,broth_capers,Broth & Capers,simmer,sub-simmer,,,,,,,simmer_sauce,180:2,3,,
ENTR_053,butter,Butter,,sub-simmer,,,,,,,,180:2,,,
ENTR_053,finish,Parsley,finish,raw,,,,,,,,,,,
ENTR_054,crust,Pie Crust Double,,raw,1.0,1.0,1.0,1.0,1.0,,,,,CRUST_004,
ENTR_054,chicken,Chicken,simmer,baked,,,,,,,simmer_sauce,425:32,16,,
ENTR_054,vegetables,Vegetables,sauteed,baked,,,,,,,sauteed_aromatic,425:32,5,,
ENTR_054,flour,Flour,sauteed,baked,,,,,,,pan_grilled_batter,425:32,1,,
ENTR_054,potatoes_peas_spices,"Potatoes, Peas & Spices",simmer,baked,,,,,,,simmered_vegetable,425:32,9,,
ENTR_055,marinade,Marinade,,raw,,,,,,,,,,,
ENTR_055,kabobs,Kabobs,grilled,grilled,,,,,,,pan_grilled_chicken,,9,,
ENTR_056,chicken,Chicken,pan seared,baked covered,,,,,,,pan_grilled_chicken,350:40,9,,
ENTR_056,filling,Filling,,baked covered,,,,,,,casserole_baked,350:40,,,
ENTR_057,chicken,Chicken,pan seared,sub-simmer,,,,,,,pan_grilled_chicken,180:1,7,,
ENTR_057,mushrooms,Mushrooms,pan seared,sub-simmer,,,,,,,sauteed_aromatic,180:1,4,,
ENTR_057,shallots,Shallots,sauteed,sub-simmer,,,,,,,sauteed_aromatic,180:1,1,,
ENTR_057,marsala_broth,Marsala & Broth,simmer,sub-simmer,,,,,,,simmer_sauce,180:1,4,,
ENTR_057,butter,Butter,,sub-simmer,,,,,,,,180:1,,,
ENTR_057,parsley,Parsley,finish,raw,,,,,,,,,,,
ENTR_058,marinade,Marinade,,raw,,,,,,,,,,,
ENTR_058,chicken,Chicken,stir-fried,simmer,,,,,,,pan_grilled_chicken,195:5,7,,
ENTR_058,onions,Onions,sauteed,simmer,,,,,,,sauteed_aromatic,195:5,10,,
ENTR_058,garlic,Garlic,sauteed,simmer,,,,,,,sauteed_aromatic,195:5,1,,
ENTR_058,spices,Spices,sauteed,simmer,,,,,,,sauteed_aromatic,195:5,1,,
ENTR_058,tomatoes,Tomatoes,simmer,simmer,,,,,,,simmer_sauce,195:5,7,,
ENTR_058,cilantro,Cilantro,finish,raw,,,,,,,,,,,
ENTR_059,rice,Rice,boiled covered,boiled covered,,,,,,,,,40,,
ENTR_059,chicken,Chicken,pan seared,pan seared,,,,,,,pan_grilled_chicken,,7,,
ENTR_059,peanut_sauce,Peanut Sauce,,raw,,,,,,,,,,,
ENTR_059,edamame,Edamame,boiled,boiled,,,,,,,simmered_vegetable,,5,,
ENTR_059,broccoli,Broccoli,steamed,steamed,,,,,,,simmered_vegetable,,3,,
ENTR_059,raw_vegetables,Raw Vegetables,,raw,,,,,,,,,,,
ENTR_060,chicken,Chicken,stir-fried,simmer,,,,,,,pan_grilled_chicken,195:1,7,,
ENTR_060,sauce,Sauce,simmer,simmer,,,,,,,simmer_sauce,195:1,2,,
ENTR_060,garnish,Garnish,finish,raw,,,,,,,,,,,
ENTR_061,chicken,Chicken,,fried,,,,,,,fried_breaded_chicken_tender,,7,,
ENTR_062,waffles,Waffles,,raw,1.0,1.0,1.0,1.0,1.0,,,,,BKFST_014,
ENTR_062,chicken,Chicken,fried,fried,,,,,,,fried_chicken,,11,,
ENTR_062,maple_syrup,Maple Syrup,finish,raw,,,,,,,,,,,
ENTR_063,chicken,Chicken,pan seared,braise,,,,,,,pan_grilled_chicken,185:30,7,,
ENTR_063,garlic,Garlic,pan seared,braise,,,,,,,sauteed_aromatic,185:30,1,,
ENTR_063,flavors,Flavors,,braise,,,,,,,simmer_sauce,185:30,,,
ENTR_064,chicken,Chicken,pan seared,braise,,,,,,,pan_grilled_chicken,185:22,7,,
ENTR_064,onion,Onion,sauteed,braise,,,,,,,sauteed_aromatic,185:22,9,,
ENTR_064,garlic_ginger,Garlic & Ginger,sauteed,braise,,,,,,,sauteed_aromatic,185:22,1,,
ENTR_064,spices,Spices,sauteed,braise,,,,,,,,185:22,1,,
ENTR_064,sauce,Sauce,,braise,,,,,,,simmer_sauce,185:22,,,
ENTR_065,chicken,Chicken,pan seared,pan seared,,,,,,,pan_grilled_chicken,,7,,
ENTR_065,wine,Wine,simmer,simmer,,,,,,,simmer_sauce,,5,,
ENTR_065,broth,Broth,simmer,simmer,,,,,,,simmer_sauce,,3,,
ENTR_065,butter,Butter,finish,raw,,,,,,,,,,,
ENTR_066,pasta,Pasta,boiled,boiled,,,,,,,,,8,,
ENTR_066,chicken,Chicken,pan seared,pan seared,,,,,,,pan_grilled_chicken,,9,,
ENTR_066,garlic_red_pepper,Garlic & Red Pepper,sauteed,sauteed,,,,,,,sauteed_aromatic,,1,,
ENTR_066,wine,Wine,simmer,simmer,,,,,,,simmer_sauce,,5,,
ENTR_066,broth,Broth,simmer,simmer,,,,,,,simmer_sauce,,3,,
ENTR_066,parsley,Parsley,finish,raw,,,,,,,,,,,
ENTR_067,pasta,Pasta,boiled,baked,,,,,,,casserole_baked,375:27,6,,
ENTR_067,chicken,Chicken,pan seared,baked,,,,,,,pan_grilled_chicken,375:27,9,,
ENTR_067,onion,Onion,sauteed,baked,,,,,,,sauteed_aromatic,375:27,10,,
ENTR_067,garlic_mushrooms,Garlic & Mushrooms,sauteed,baked,,,,,,,sauteed_aromatic,375:27,6,,
ENTR_067,flour,Flour,sauteed,baked,,,,,,,pan_grilled_batter,375:27,1,,
ENTR_067,wine_broth,Wine & Broth,simmer,baked,,,,,,,simmer_sauce,375:27,5,,
ENTR_067,topping,Topping,,baked,,,,,,,casserole_baked,375:27,,,
ENTR_068,chicken,Chicken,pan seared,simmer,,,,,,,pan_grilled_chicken,195:5,7,,
ENTR_068,onion,Onion,sauteed,simmer,,,,,,,sauteed_aromatic,195:5,9,,
ENTR_068,garlic_ginger,Garlic & Ginger,sauteed,simmer,,,,,,,sauteed_aromatic,195:5,1,,
ENTR_068,spices,Spices,sauteed,simmer,,,,,,,,195:5,1,,
ENTR_068,tomatoes,Tomatoes,simmer,simmer,,,,,,,simmer_sauce,195:5,10,,
ENTR_068,cream,Cream,simmer,simmer,,,,,,,simmer_sauce,195:5,5,,
ENTR_069,chicken,Chicken,pan seared,sub-simmer,,,,,,,pan_grilled_chicken,180:1,9,,
ENTR_069,garlic,Garlic,sauteed,sub-simmer,,,,,,,sauteed_aromatic,180:1,1,,
ENTR_069,sun_dried_tomatoes,Sun-dried Tomatoes,sauteed,sub-simmer,,,,,,,,180:1,1,,
ENTR_069,broth,Broth,simmer,raw,,,,,,,,,6,,
ENTR_069,cream,Cream,simmer,sub-simmer,,,,,,,simmer_sauce,180:1,4,,
ENTR_069,parmesan_spices,Parmesan & Spices,simmer,sub-simmer,,,,,,,simmer_sauce,180:1,2,,
ENTR_069,garnish,Garnish,finish,raw,,,,,,,,,,,
ENTR_070,marinade,Marinade,,raw,,,,,,,,,,,
ENTR_070,lamb_skewers,Lamb Skewers,,grilled,,,,,,,pan_grilled_steak,,7,,
ENTR_071,lamb_skewers,Lamb Skewers,,grilled,,,,,,,fried_meat,,7,,
ENTR_072,marinade,Marinade,,raw,,,,,,,,,,,
ENTR_072,lamb_skewers,Lamb Skewers,grilled,grilled,,,,,,,pan_grilled_steak,,7,,
ENTR_073,potatoes,Potatoes,boiled,baked,,,,,,,,400:22,17,,
ENTR_073,topping,Topping,,baked,,,,,,,,400:22,,,
ENTR_073,brown_lamb,Brown Lamb,pan seared,baked,,,,,,,fried_meat,400:22,7,,
ENTR_073,onion_carrot_celery,"Onion, Carrot, Celery",sauteed,baked,,,,,,,sauteed_aromatic,400:22,6,,
ENTR_073,garlic,Garlic,sauteed,baked,,,,,,,sauteed_aromatic,400:22,1,,
ENTR_073,broth_seasoning,Broth & Seasoning,simmer,baked,,,,,,,simmer_sauce,400:22,9,,
ENTR_073,peas,Peas,,baked,,,,,,,,400:22,,,
ENTR_074,lamb,Lamb,pan seared,braise,,,,,,,braised_beef,185:55,4,,
ENTR_074,onion,Onion,sauteed,braise,,,,,,,sauteed_aromatic,185:55,13,,
ENTR_074,seasoning,Seasoning,sauteed,braise,,,,,,,sauteed_aromatic,185:55,1,,
ENTR_074,tomatoes,Tomatoes,simmer,braise,,,,,,,simmer_sauce,185:55,3,,
ENTR_074,water_bay_leaves,Water & Bay Leaves,,braise,,,,,,,simmer_sauce,185:55,,,
ENTR_074,yogurt,Yogurt,finish,raw,,,,,,,,,,,
ENTR_075,tagine,Tagine,,boiled,0.75,1.0,1.0,1.0,1.0,,,,,,
ENTR_076,eggplant,Eggplant,,baked,0.75,1.0,1.0,1.0,1.0,,,,,,
ENTR_076,meat_sauce,Meat Sauce,,pan seared,0.82,1.0,1.0,1.0,1.0,,,,,,
ENTR_076,bechamel,Béchamel,,boiled,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_077,brown_shanks,Brown shanks,pan seared,braise,,,,,,,braised_beef,185:165,7,,
ENTR_077,vegetables,"Onion, Carrot, Celery",sauteed,braise,,,,,,,sauteed_aromatic,185:165,6,,
ENTR_077,garlic,Garlic,sauteed,braise,,,,,,,sauteed_aromatic,185:165,2,,
ENTR_077,tomato_paste,Tomato Paste,sauteed,braise,,,,,,,pan_grilled_batter,185:165,2,,
ENTR_077,red_wine,Red Wine,simmer,braise,,,,,,,simmer_sauce,185:165,3,,
ENTR_077,broth_spices,Broth & Spices,,braise,,,,,,,simmer_sauce,185:165,,,
ENTR_078,marinade,Marinade,,raw,,,,,,,,,,,
ENTR_078,lamb_chops,Lamb Chops,,pan seared,,,,,,,pan_grilled_steak,,7,,
ENTR_079,brown_lamb,Brown Lamb,pan seared,baked,,,,,,,pan_grilled_steak,450:14,5,,
ENTR_079,assembly,Assembly,,baked,,,,,,,casserole_baked,450:14,,,
ENTR_080,lamb,Leg of Lamb,baked,baked,,0.705,,,,,baked_pork,"450:15,325:100",,,
ENTR_081,lamb,Lamb,,boiled,0.78,1.0,1.0,1.0,1.0,,,,,,
ENTR_081,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_082,carnitas,Carnitas,,boiled,0.65,1.0,1.0,1.0,1.0,,,,,,
ENTR_083,char_siu,Char Siu,,baked,0.72,1.0,1.0,1.0,1.0,,,,,,
ENTR_084,chops,Pork Chops,,pan seared,0.82,1.0,1.0,1.0,1.0,,,,,,
ENTR_085,crown,Crown Roast,,baked,0.64,1.0,1.0,1.0,1.0,,,,,,
ENTR_086,rolls,Egg Rolls,,fried,0.60,1.0,1.0,1.0,1.0,,,,,,
ENTR_087,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_087,filling,Filling,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_088,main,Pork Milanese,,pan seared,0.90,1.0,1.0,1.0,1.0,,,,,,
ENTR_089,ribs,Baby Back Ribs,,baked,0.73,1.0,1.0,1.0,1.0,,,,,,
ENTR_089,bbq_sauce,BBQ Sauce,,raw,1.0,1.0,1.0,1.0,1.0,,,,,SAUCE_026,
ENTR_090,ribs,Spareribs,,baked,0.596,1.0,1.0,1.0,1.0,,,,,,
ENTR_090,bbq_sauce,BBQ Sauce,,raw,1.0,1.0,1.0,1.0,1.0,,,,,SAUCE_026,
ENTR_091,ribs,Country-Style Ribs,,baked,0.577,1.0,1.0,1.0,1.0,,,,,,
ENTR_091,bbq_sauce,BBQ Sauce,,raw,1.0,1.0,1.0,1.0,1.0,,,,,SAUCE_026,
ENTR_092,main,Pork Schnitzel,,pan seared,0.90,1.0,1.0,1.0,1.0,,,,,,
ENTR_093,tenderloin,Tenderloin,,baked,0.82,1.0,1.0,1.0,1.0,,,,,,
ENTR_093,pan_sauce,Pan Sauce,,pan seared,0.80,1.0,1.0,1.0,1.0,,,,,,
ENTR_093,chicken_broth,Chicken Broth,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_003,
ENTR_094,pork,Pork Shoulder,,baked,0.60,1.0,1.0,1.0,1.0,,,,,,
ENTR_095,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_095,filling,Filling,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_096,meatballs,Meatballs,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_096,sauce,Sauce,,boiled,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_097,crab_cakes,Crab Cakes,,pan seared,0.90,1.0,1.0,1.0,1.0,,,,,,
ENTR_098,stuffed_avocados,Stuffed avocados,,raw,1.00,1.0,1.0,1.0,1.0,,,,,,
ENTR_099,rice,Sushi rice,,boiled,1.00,1.0,1.0,1.0,1.0,,,,,,
ENTR_099,assembly,Assembly,,raw,1.00,1.0,1.0,1.0,1.0,,,,,,
ENTR_100,rice,Sushi rice,,boiled,1.00,1.0,1.0,1.0,1.0,,,,,,
ENTR_100,assembly,Assembly,,raw,1.00,1.0,1.0,1.0,1.0,,,,,,
ENTR_101,rice,Sushi Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_101,assembly,Bowl Assembly,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_102,quinoa,Quinoa,,boiled,0.70,1.0,1.0,1.0,1.0,,,,,,
ENTR_102,salmon,Salmon,,pan seared,0.82,1.0,1.0,1.0,1.0,,,,,,
ENTR_102,assembly,Bowl Assembly,,raw,1.00,1.0,1.0,1.0,1.0,,,,,,
ENTR_103,scallops,Scallops,,pan seared,0.82,1.0,1.0,1.0,1.0,,,,,,
ENTR_104,grits,Grits,,boiled,0.82,1.0,1.0,1.0,1.0,,,,,,
ENTR_104,chicken_stock,White Chicken Stock,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_003,
ENTR_104,shrimp,Shrimp,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_105,kabobs,Shrimp Kabobs,,grilled,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_106,meuniere,Meunière,,pan seared,0.82,1.0,1.0,1.0,1.0,,,,,,
ENTR_107,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_107,poke,Poke,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_108,fish_stock,Fish Stock,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_006,
ENTR_108,stew,Cioppino,,boiled,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_109,fish,Battered Fish,,fried,0.75,1.0,1.0,1.0,1.0,,,,,,
ENTR_109,chips,Chips,,fried,0.55,1.0,1.0,1.0,1.0,,,,,,
ENTR_110,fish_stock,Fish Stock,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_006,
ENTR_110,rice,Saffron Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_110,paella,Seafood and Sofrito,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_111,scampi,Shrimp Scampi,,pan seared,0.82,1.0,1.0,1.0,1.0,,,,,,
ENTR_112,rice,White Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_112,filling,Vegetable Filling,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_113,egg_rolls,Egg Rolls,,fried,0.62,1.0,1.0,1.0,1.0,,,,,,
ENTR_114,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_114,filling,Egg Roll Filling,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_115,nuggets,Tofu Nuggets,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_116,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_116,stir_fry,Stir-Fry,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
